text,label,specialization
"Встань к пульту и наведи пушку, Капитан.",Управление оружием,Капитан
"Займись перезарядкой орудия, Капитан.",Управление оружием,Капитан
"Кэп, управляй торпедным аппаратом.",Управление оружием,Капитан
"Капитан, наведи пушку на цель.",Управление оружием,Капитан
"Займи тяжёлую артиллерию, Шкипер.",Управление оружием,Капитан
"Шкипер, заряди орудие.",Управление оружием,Капитан
"Займи боевую позицию, Кэп.",Управление оружием,Капитан
"Займи тяжёлую артиллерию, Капитан.",Управление оружием,Капитан
"Иди разберись с оружейными системами, Шкипер.",Управление оружием,Капитан
"Кэп, все заняты, встань к пушке.",Управление оружием,Капитан
"Займи левое орудие, Капитан.",Управление оружием,Капитан
"Нужен человек на верхнюю турель, Капитан.",Управление оружием,Капитан
"Займи пульт управления огнём, Капитан.",Управление оружием,Капитан
"Капитан, будь готов к атаке.",Управление оружием,Капитан
"Займи тяжёлую артиллерию, Кэп.",Управление оружием,Капитан
"Займи орудие, пока остальные ремонтируют, Кэп.",Управление оружием,Капитан
"Займись системой вооружения, Шкипер.",Управление оружием,Капитан
"Требуется твоё вмешательство у орудия, Кэп.",Управление оружием,Капитан
"Займи орудие, я координирую атаку, Капитан.",Управление оружием,Капитан
"Капитан, быстро займи станцию!",Управление оружием,Капитан
"Шкипер, атака с воздуха, займи ПВО!",Управление оружием,Капитан
"Капитан, займись орудием.",Управление оружием,Капитан
"Нужно управлять оружием вручную, Шкипер.",Управление оружием,Капитан
"Займи боевой пост номер один, Шкипер.",Управление оружием,Капитан
"Шкипер, враг приближается, встань к пушке!",Управление оружием,Капитан
"Займи боевой пост номер один, Кэп.",Управление оружием,Капитан
"Требуется твоя реакция у орудия, Кэп.",Управление оружием,Капитан
"Иди займи пост у реактивной пушки, Шкипер.",Управление оружием,Капитан
"Шкипер, встань к противолодочному орудию.",Управление оружием,Капитан
"Кэп, заряди орудие.",Управление оружием,Капитан
"Шкипер, займи противоминное орудие.",Управление оружием,Капитан
"Шкипер, нужен лучший стрелок.",Управление оружием,Капитан
"Займи пост у основного калибра, Капитан.",Управление оружием,Капитан
"Иди разберись с заклинившим орудием, Кэп.",Управление оружием,Капитан
"Нужен лучший стрелок, Шкипер, это ты.",Управление оружием,Капитан
"Займи ракетную установку, Капитан.",Управление оружием,Капитан
"Займи систему ПВО, Кэп.",Управление оружием,Капитан
"Шкипер, атакуют, встань к орудию!",Управление оружием,Капитан
"Разберись с орудием на верхней палубе, Кэп.",Управление оружием,Капитан
"Иди займи место у торпедного аппарата, Капитан.",Управление оружием,Капитан
"Нужно кого-то поставить на пушку, Капитан, займись.",Управление оружием,Капитан
"Нужен ветеран у пушек, Шкипер, это ты.",Управление оружием,Капитан
"Капитан, разберись с заклинившим орудием.",Управление оружием,Капитан
"Встань за пульт и приготовься к бою, Капитан.",Управление оружием,Капитан
"Капитан, прикрой правый борт.",Управление оружием,Капитан
"Иди займи место у торпедного аппарата, Кэп.",Управление оружием,Капитан
"Встань на позицию стрелка, Капитан.",Управление оружием,Капитан
"Капитан, займи боевой пост.",Управление оружием,Капитан
"Кэп, займи зенитную установку.",Управление оружием,Капитан
"Нужно кого-то поставить на баковую пушку, Шкипер.",Управление оружием,Капитан
"Капитан, встань к боевому модулю.",Управление оружием,Капитан
"Капитан, займи носовую пушку.",Управление оружием,Капитан
"Нужно вручную управлять огнём, Кэп.",Управление оружием,Капитан
"Капитан, требуется твоё мастерство.",Управление оружием,Капитан
"Капитан, займи противоминное орудие.",Управление оружием,Капитан
"Нужно прикрыть левый борт, займи пушку, Кэп.",Управление оружием,Капитан
"Нужен человек на верхнюю турель, Шкипер.",Управление оружием,Капитан
"Капитан, управляй вооружением.",Управление оружием,Капитан
"Шкипер, займи основной калибр.",Управление оружием,Капитан
"Иди заряди орудие вручную, Кэп.",Управление оружием,Капитан
"Займи орудие и жди моего приказа, Шкипер.",Управление оружием,Капитан
"Нужно занять все посты, Охранник, встань к пушке.",Управление оружием,Охранник
"На палубе пусто, встань за пулемёт, Охранник.",Управление оружием,Охранник
"Слышь, Бодигард, займи уже наконец орудие.",Управление оружием,Охранник
"Займись перезарядкой орудия, Страж.",Управление оружием,Охранник
"Бодигард, разберись с заклинившим орудием.",Управление оружием,Охранник
"Займи тяжёлую артиллерию, Стражник.",Управление оружием,Охранник
"Нужно занять все посты, Страж, встань к пушке.",Управление оружием,Охранник
"Твоя очередь нести вахту на оружии, Стражник.",Управление оружием,Охранник
"Займи орудие и жди цели, Страж.",Управление оружием,Охранник
"Твои навыки нужны у орудия, Стражник.",Управление оружием,Охранник
"Страж, прикрой наш выход.",Управление оружием,Охранник
"Требуется твоя помощь с наведением орудия, Охранник.",Управление оружием,Охранник
"Страж, срочно займи орудие!",Управление оружием,Охранник
"Бодигард, управляй системой залпового огня.",Управление оружием,Охранник
"Нужно прикрыть левый борт, займи пушку, Охранник.",Управление оружием,Охранник
"Охранник, требуется твоё мастерство.",Управление оружием,Охранник
"Займи турель и прикрой нас, Страж.",Управление оружием,Охранник
"Охранник, займи правое орудие.",Управление оружием,Охранник
"Нужно прицелиться вручную, Стражник, займись.",Управление оружием,Охранник
"Иди займи позицию у лазерной пушки, Охранник.",Управление оружием,Охранник
"Встань к орудию, пока мы не стали мишенью, Охранник.",Управление оружием,Охранник
"Иди займи пусковую установку, Бодигард.",Управление оружием,Охранник
"Охранник, заряди орудие.",Управление оружием,Охранник
"Займи зенитную установку, Страж.",Управление оружием,Охранник
"Займи боевой пост номер один, Охранник.",Управление оружием,Охранник
"Страж, враг рядом, встань к пушке!",Управление оружием,Охранник
"Охранник, займи нижнее орудие.",Управление оружием,Охранник
"Иди займи пост у реактивной пушки, Бодигард.",Управление оружием,Охранник
"Стражник, встань к пушке.",Управление оружием,Охранник
"Встань к пульту и заряди пушку, Стражник.",Управление оружием,Охранник
"Пора сменить стрелка, займи его место, Стражник.",Управление оружием,Охранник
"Страж, перезаряди вооружение.",Управление оружием,Охранник
"Пора бы уже занять место стрелка, Стражник.",Управление оружием,Охранник
"Нужно срочно занять турель, Стражник.",Управление оружием,Охранник
"Займи зенитную установку, Бодигард.",Управление оружием,Охранник
"Займи пульт управления огнём, Страж.",Управление оружием,Охранник
"Стражник, наведи пушку на цель.",Управление оружием,Охранник
"Твоя очередь стрелять, Бодигард.",Управление оружием,Охранник
"Страж, займи систему ПВО.",Управление оружием,Охранник
"Бодигард, нужен лучший стрелок.",Управление оружием,Охранник
"Бодигард, прикрой корму.",Управление оружием,Охранник
"Займи боевую позицию, Бодигард.",Управление оружием,Охранник
"Пора бы уже занять оружейный пост, Страж.",Управление оружием,Охранник
"Стражник, займи ракетную установку.",Управление оружием,Охранник
"Стражник, заряди орудие.",Управление оружием,Охранник
"Охранник, будь готов к атаке.",Управление оружием,Охранник
"Требуется твоё вмешательство у орудия, Страж.",Управление оружием,Охранник
"Бодигард, займи основной калибр.",Управление оружием,Охранник
"Пора бы уже занять место стрелка, Страж.",Управление оружием,Охранник
"Охранник, мы под атакой, займи орудие!",Управление оружием,Охранник
"Бодигард, займи тяжёлую турель.",Управление оружием,Охранник
"Слышь, Страж, займи уже наконец орудие.",Управление оружием,Охранник
"Бодигард, прикрой наш выход.",Управление оружием,Охранник
"Займи зенитную установку, Охранник.",Управление оружием,Охранник
"Слышь, Стражник, займи уже наконец орудие.",Управление оружием,Охранник
"Бодигард, управляй вооружением.",Управление оружием,Охранник
"Бодигард, встань за пулемёт.",Управление оружием,Охранник
"Пора бы уже занять турель, Стражник.",Управление оружием,Охранник
"Встань к запасному орудию, Страж.",Управление оружием,Охранник
"Бодигард, встань к боевому модулю.",Управление оружием,Охранник
"Займи левое орудие, Охранник.",Управление оружием,Охранник
"Займи орудие, я беру управление на себя, Стражник.",Управление оружием,Охранник
"Займи орудие и жди моего приказа, Страж.",Управление оружием,Охранник
"Нужен человек на верхнюю турель, Стражник.",Управление оружием,Охранник
"Требуется твоя помощь с пушкой, Стражник.",Управление оружием,Охранник
"Бодигард, будь готов к атаке.",Управление оружием,Охранник
"Иди наведи пушку на сканеры, Страж.",Управление оружием,Охранник
"Встань за пульт управления огнём, Страж.",Управление оружием,Охранник
"На палубе никого, нужно тебе встать на пушку, Страж.",Управление оружием,Охранник
"Стражник, нужен ветеран у пушек.",Управление оружием,Охранник
"Займи орудие, я вижу цель, Охранник.",Управление оружием,Охранник
"Пора бы уже занять место стрелка, Бодигард.",Управление оружием,Охранник
"Требуется твоё мастерство у пушки, Охранник.",Управление оружием,Охранник
"Иди разберись с орудием, Бодигард.",Управление оружием,Охранник
"Займись противолодочным орудием, Охранник.",Управление оружием,Охранник
"Бодигард, мы в опасности, займи вооружение!",Управление оружием,Охранник
"Иди на корму, встань за зенитку, Стражник.",Управление оружием,Охранник
"Страж, немедленно встань за пульт!",Управление оружием,Охранник
"Пора бы уже занять оружейный пост, Стражник.",Управление оружием,Охранник
"Стражник, встань за пулемёт.",Управление оружием,Охранник
"Встань за пульт управления вооружением, Страж.",Управление оружием,Охранник
"Нужен наводчик, Бодигард, это твоя работа.",Управление оружием,Охранник
"Разберись с орудием на верхней палубе, Бодигард.",Управление оружием,Охранник
"Охранник, немедленно займи позицию!",Управление оружием,Охранник
"Страж, боевая тревога, займи пост!",Управление оружием,Охранник
"Охранник, разберись с заклинившим орудием.",Управление оружием,Охранник
"Бодигард, управляй кормовым орудием.",Управление оружием,Охранник
"Займи орудие, пока не поздно, Бодигард.",Управление оружием,Охранник
"Займи пушку и прикрой наш выход, Охранник.",Управление оружием,Охранник
"Страж, займи правое орудие.",Управление оружием,Охранник
"Нужен кто-то у пусковой, Страж, займись.",Управление оружием,Охранник
"Страж, минная опасность, займи противоминное!",Управление оружием,Охранник
"Бодигард, немедленно встань за пульт!",Управление оружием,Охранник
"Страж, немедленно встань к пушке!",Управление оружием,Охранник
"Нужно управлять оружием вручную, Страж.",Управление оружием,Охранник
"Встань за пульт управления вооружением, Бодигард.",Управление оружием,Охранник
"Бодигард, займи нижнее орудие.",Управление оружием,Охранник
"Страж, твои руки нужны на пушке.",Управление оружием,Охранник
"Пора бы уже занять боевой пост, Страж.",Управление оружием,Охранник
"Займи орудие и приготовься к стрельбе, Стражник.",Управление оружием,Охранник
"Займи пост у основного калибра, Медик.",Управление оружием,Медик
"Врач, твоя смена на боевом посту.",Управление оружием,Медик
"Иди разберись с оружейными системами, Лекарь.",Управление оружием,Медик
"Медик, немедленно встань к пушке!",Управление оружием,Медик
"Доктор, займи противоминное орудие.",Управление оружием,Медик
"Займи боевую позицию, Медик.",Управление оружием,Медик
"Нужно прикрыть левый борт, займи пушку, Медик.",Управление оружием,Медик
"Займи турель, пока остальные заняты, Лекарь.",Управление оружием,Медик
"Врач, минная опасность, займи противоминное!",Управление оружием,Медик
"Пора бы уже занять боевой пост, Лекарь.",Управление оружием,Медик
"Займись системой вооружения, Лекарь.",Управление оружием,Медик
"Нужен человек на кормовое орудие, Лекарь.",Управление оружием,Медик
"Займи ракетную установку, Доктор.",Управление оружием,Медик
"Требуется твоя помощь с наведением орудия, Доктор.",Управление оружием,Медик
"Займи зенитную установку, Медик.",Управление оружием,Медик
"Врач, встань на позицию.",Управление оружием,Медик
"Иди займи пост у реактивной пушки, Доктор.",Управление оружием,Медик
"Нужен кто-то у пусковой, Медик, займись.",Управление оружием,Медик
"Встань к запасному орудию, Лекарь.",Управление оружием,Медик
"Займи систему залпового огня, Доктор.",Управление оружием,Медик
"Нужно срочно занять турель, Доктор.",Управление оружием,Медик
"Требуется твоя помощь с пушкой, Врач.",Управление оружием,Медик
"Медик, прикрой корму.",Управление оружием,Медик
"Займись стабилизацией орудия, Медик.",Управление оружием,Медик
"Иди займи пост у реактивной пушки, Лекарь.",Управление оружием,Медик
"Разберись с орудием на верхней палубе, Врач.",Управление оружием,Медик
"Медик, займи баковую пушку.",Управление оружием,Медик
"Лекарь, атака с воздуха, займи ПВО!",Управление оружием,Медик
"Врач, встань к запасному орудию.",Управление оружием,Медик
"Медик, угроза, займи позицию!",Управление оружием,Медик
"Иди займи пост у реактивной пушки, Врач.",Управление оружием,Медик
"Доктор, займись орудием.",Управление оружием,Медик
"Займи позицию у торпедного аппарата, Медик.",Управление оружием,Медик
"Лекарь, займи носовую пушку.",Управление оружием,Медик
"Вручную наведи пушку на цель, Лекарь.",Управление оружием,Медик
"Иди разряди зарядное устройство орудия, Медик.",Управление оружием,Медик
"Займись перезарядкой орудия, Доктор.",Управление оружием,Медик
"Пора бы уже занять турель, Медик.",Управление оружием,Медик
"Займи орудие, я вижу цель, Врач.",Управление оружием,Медик
"Встань к орудию, мы входим в опасную зону, Врач.",Управление оружием,Медик
"Нужно прицелиться вручную, Врач, займись.",Управление оружием,Медик
"Займи турель и прикрой нас, Врач.",Управление оружием,Медик
"Твоя очередь управлять вооружением, Доктор.",Управление оружием,Медик
"Лекарь, разберись с заклинившим орудием.",Управление оружием,Медик
"Лекарь, приготовься к стрельбе.",Управление оружием,Медик
"Врач, перезаряди вооружение.",Управление оружием,Медик
"Нужно кого-то поставить на пуск установки, Доктор.",Управление оружием,Медик
"Доктор, встань к пушке.",Управление оружием,Медик
"Нужно управлять оружием вручную, Врач.",Управление оружием,Медик
"Займи орудие, я вижу цель, Доктор.",Управление оружием,Медик
"На палубе никого, нужно тебе встать на пушку, Врач.",Управление оружием,Медик
"Врач, управляй торпедным аппаратом.",Управление оружием,Медик
"Займи пушку и прикрой наш выход, Врач.",Управление оружием,Медик
"Займи тяжёлую турель, Доктор.",Управление оружием,Медик
"Займи зенитную установку, Врач.",Управление оружием,Медик
"Лекарь, управляй левым орудием.",Управление оружием,Медик
"Займи тяжёлую турель, Врач.",Управление оружием,Медик
"Займи орудие и приготовься к стрельбе, Доктор.",Управление оружием,Медик
"Разберись с орудием на верхней палубе, Медик.",Управление оружием,Медик
"Займи орудие и жди цели, Медик.",Управление оружием,Медик
"Встань к пульту и наведи пушку, Лекарь.",Управление оружием,Медик
"Пора бы уже встать к орудию, Доктор.",Управление оружием,Медик
"Встань за пульт управления вооружением, Лекарь.",Управление оружием,Медик
"Доктор, быстро займи пост!",Управление оружием,Медик
"Медик, прикрой нос.",Управление оружием,Медик
"Займись перезарядкой орудия, Врач.",Управление оружием,Медик
"Займи орудие, пока я занимаюсь навигацией, Медик.",Управление оружием,Медик
"Медик, твоя смена на боевом посту.",Управление оружием,Медик
"Возьми на себя управление лазерной пушкой, Доктор.",Управление оружием,Медик
"Встань за пульт и приготовься к бою, Врач.",Управление оружием,Медик
"Займи орудие, пока остальные ремонтируют, Доктор.",Управление оружием,Медик
"Врач, требуется твоё мастерство.",Управление оружием,Медик
"Пора бы уже встать за пулемёт, Врач.",Управление оружием,Медик
"Нужно срочно занять турель, Врач.",Управление оружием,Медик
"Медик, мы под атакой, займи орудие!",Управление оружием,Медик
"Займи левое орудие, Доктор.",Управление оружием,Медик
"Лекарь, стабилизируй орудие.",Управление оружием,Медик
"Нужно занять все посты, Медик, встань к пушке.",Управление оружием,Медик
"Займи пост у основного калибра, Доктор.",Управление оружием,Медик
"Требуется твоя помощь с наведением орудия, Врач.",Управление оружием,Медик
"Медик, немедленно встань за пульт!",Управление оружием,Медик
"Лекарь, быстро займи станцию!",Управление оружием,Медик
"Пора бы уже занять оружейный пост, Врач.",Управление оружием,Медик
"Встань к пульту и заряди пушку, Лекарь.",Управление оружием,Медик
"Лекарь, угроза, займи позицию!",Управление оружием,Медик
"Врач, срочно займи орудие!",Управление оружием,Медик
"Твои руки нужны на пушке, Медик.",Управление оружием,Медик
"Пора бы уже занять место стрелка, Доктор.",Управление оружием,Медик
"Займи турель и прикрой нас, Доктор.",Управление оружием,Медик
"Врач, нужен лучший стрелок.",Управление оружием,Медик
"Доктор, быстро займи турель!",Управление оружием,Медик
"Доктор, встань к боевому модулю.",Управление оружием,Медик
"Нужно кого-то поставить на пуск установки, Врач.",Управление оружием,Медик
"Иди наведи пушку на ту тварь, Врач.",Управление оружием,Медик
"Вручную наведи пушку на цель, Доктор.",Управление оружием,Медик
"Займи тяжёлую артиллерию, Медик.",Управление оружием,Медик
"Иди займи пусковую установку, Врач.",Управление оружием,Медик
"Займи ракетную установку, Лекарь.",Управление оружием,Медик
"Займи орудие, пока не поздно, Врач.",Управление оружием,Медик
"Лекарь, прикрой корму.",Управление оружием,Медик
"Встань за пульт и приготовься к бою, Инженер.",Управление оружием,Инженер
"Требуется твоё вмешательство у орудия, Инженер.",Управление оружием,Инженер
"Займи турель и прикрой нас, Техник.",Управление оружием,Инженер
"Займи тяжёлую артиллерию, Техник.",Управление оружием,Инженер
"Инженер, атака с воздуха, займи ПВО!",Управление оружием,Инженер
"Займи турель и будь наготове, Техник.",Управление оружием,Инженер
"Займи систему ПВО, Инженер.",Управление оружием,Инженер
"Займись перезарядкой орудия, Инженер.",Управление оружием,Инженер
"Иди займи место у торпедного аппарата, Техник.",Управление оружием,Инженер
"Требуется твоё мастерство у пушки, Инженер.",Управление оружием,Инженер
"Техник, займи правое орудие.",Управление оружием,Инженер
"Требуется твоя помощь с наведением орудия, Техник.",Управление оружием,Инженер
"Нужно прицелиться вручную, Инженер, займись.",Управление оружием,Инженер
"Техник, атака с воздуха, займи ПВО!",Управление оружием,Инженер
"Техник, немедленно встань к пушке!",Управление оружием,Инженер
"Возьми на себя управление лазерной пушкой, Инженер.",Управление оружием,Инженер
"Инженер, встань к противолодочному орудию.",Управление оружием,Инженер
"Техник, требуется твоё мастерство.",Управление оружием,Инженер
"Инженер, перезаряди вооружение.",Управление оружием,Инженер
"Твоя очередь управлять вооружением, Техник.",Управление оружием,Инженер
"Инженер, разряди зарядное устройство.",Управление оружием,Инженер
"Инженер, срочно требуется стрелок!",Управление оружием,Инженер
"Техник, займи турель.",Управление оружием,Инженер
"Займи орудие, я координирую атаку, Техник.",Управление оружием,Инженер
"Техник, разберись с заклинившим орудием.",Управление оружием,Инженер
"Инженер, займи противоминное орудие.",Управление оружием,Инженер
"Инженер, опасность, займи турель!",Управление оружием,Инженер
"Встань к орудию, мы входим в опасную зону, Техник.",Управление оружием,Инженер
"Инженер, разберись с заклинившим орудием.",Управление оружием,Инженер
"Встань к орудию, мы входим в опасную зону, Инженер.",Управление оружием,Инженер
"Техник, нужен ветеран у пушек.",Управление оружием,Инженер
"Займись перезарядкой орудия, Техник.",Управление оружием,Инженер
"Твоя очередь нести вахту на оружии, Техник.",Управление оружием,Инженер
"Встань к пульту и заряди пушку, Инженер.",Управление оружием,Инженер
"Инженер, управляй вооружением.",Управление оружием,Инженер
"Займи позицию у боевого модуля, Техник.",Управление оружием,Инженер
"Встань к запасному орудию, Инженер.",Управление оружием,Инженер
"Инженер, встань на позицию.",Управление оружием,Инженер
"Инженер, мы в опасности, займи вооружение!",Управление оружием,Инженер
"Займи орудие, пока остальные ремонтируют, Техник.",Управление оружием,Инженер
"Займи зенитную установку, Инженер.",Управление оружием,Инженер
"Техник, минная опасность, займи противоминное!",Управление оружием,Инженер
"Займи нижнее орудие, Инженер.",Управление оружием,Инженер
"Займи боевую позицию, Инженер.",Управление оружием,Инженер
"Займи левое орудие, Техник.",Управление оружием,Инженер
"Техник, срочно требуется стрелок!",Управление оружием,Инженер
"Иди заряди орудие вручную, Техник.",Управление оружием,Инженер
"Техник, займи зенитную установку.",Управление оружием,Инженер
"Нужно вручную управлять зениткой, Техник.",Управление оружием,Инженер
"Вручную наведи пушку на цель, Инженер.",Управление оружием,Инженер
"Инженер, займи тяжёлую турель.",Управление оружием,Инженер
"Инженер, враг рядом, встань к пушке!",Управление оружием,Инженер
"На палубе никого, нужно тебе встать на пушку, Техник.",Управление оружием,Инженер
"Иди разберись с заклинившим орудием, Инженер.",Управление оружием,Инженер
"Техник, все заняты, встань к пушке.",Управление оружием,Инженер
"Встань за пульт и приготовься к бою, Техник.",Управление оружием,Инженер
"Иди на корму, встань за зенитку, Техник.",Управление оружием,Инженер
"Техник, немедленно встань за пульт!",Управление оружием,Инженер
"Техник, твоя очередь нести вахту.",Управление оружием,Инженер
"Техник, опасность, займи турель!",Управление оружием,Инженер
"Инженер, встань к запасному орудию.",Управление оружием,Инженер
"Нужен человек на кормовое орудие, Инженер.",Управление оружием,Инженер
"Встань к орудию, пока мы не стали мишенью, Инженер.",Управление оружием,Инженер
"Инженер, требуется твоя реакция.",Управление оружием,Инженер
"Инженер, на палубе никого, займи орудие.",Управление оружием,Инженер
"Нужно занять все посты, Техник, встань к пушке.",Управление оружием,Инженер
"Инженер, срочно нужен наводчик!",Управление оружием,Инженер
"Займи позицию у торпедного аппарата, Техник.",Управление оружием,Инженер
"Техник, управляй торпедным аппаратом.",Управление оружием,Инженер
"Займи турель, пока остальные заняты, Техник.",Управление оружием,Инженер
"Инженер, пока остальные заняты, займи орудие.",Управление оружием,Инженер
"Инженер, управляй левым орудием.",Управление оружием,Инженер
"Пора бы уже занять оружейный пост, Техник.",Управление оружием,Инженер
"Вручную наведи пушку на цель, Техник.",Управление оружием,Инженер
"Иди займи позицию у лазерной пушки, Инженер.",Управление оружием,Инженер
